nomattribuant;idattribuant;annee;dateconvention;referencedecision;nombeneficiaire;idbeneficiaire;rnabeneficiaire;categorietiers;objet;montant;nature;naturecomptable;conditionsversement;datesperiodeversement;idrae;notificationue;pourcentagesubvention;dispositifaide;gid
Commune de Lyon;21690123100011;2021;;2021-929;JARRING EFFECTS LABEL;49524382600023;;50-Personnes morales de droits privé autres qu'organismes sociaux;Jarring Effects Label - FIMA 2021;15000,0;aide en numéraire;fonctionnement;unique;2021-09-25;;False;1,0;;5313
Commune de Lyon;21690123100011;2021;;2021/1122;UNACITA;49754112800011;;50-Personnes morales de droits privé autres qu'organismes sociaux;UNION NATIONALE DES ANCIENS COMBATTANTS INDOCHINE TOE AFRIQUE DU NORD - UNACITA  FONCTIONNEMENT;300,0;aide en numéraire;fonctionnement;unique;2021-12-08;;False;1,0;;5314
Commune de Lyon;21690123100011;2021;;;Personne physique (anonymisée);49813830400023;;01-Personnes physiques;Fonds d'urgence;1700,0;aide en numéraire;fonctionnement;unique;2021-10-21;;False;1,0;;5315
Commune de Lyon;21690123100011;2021;;1082;UNIVERSITE POPULAIRE DE LYON - UNIPOP;49829797700023;;50-Personnes morales de droits privé autres qu'organismes sociaux;UNIPOP-équipement2021;3000,0;aide en numéraire;investissement;unique;2021-12-04;;False;1,0;;5316
Commune de Lyon;21690123100011;2021;2021-01-28;2021/522;COM EXPRESSION;49848392400029;;50-Personnes morales de droits privé autres qu'organismes sociaux;COM'EXPRESSION SUBVENTION 2021 DGF1;319895,0;aide en numéraire;fonctionnement;échelonné;2021-03-11,2021-12-02;;False;1,0;;5317
Commune de Lyon;21690123100011;2021;2021-09-30;2021/1049;COM EXPRESSION;49848392400029;;50-Personnes morales de droits privé autres qu'organismes sociaux;COM'EXPRESSION SUBVENTION 2021 DGF2;79974,0;aide en numéraire;fonctionnement;unique;2021-12-02;;False;1,0;;5318
Commune de Lyon;21690123100011;2021;;2021/1041;AMIS DES MALADES;49874738500017;;50-Personnes morales de droits privé autres qu'organismes sociaux;AMIS DES MALADES (AAME).     Projet : Accompagnement des enfants hospitalisés.   Page 33 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;1500,0;aide en numéraire;fonctionnement;unique;2021-10-28;;False;1,0;;5319
Commune de Lyon;21690123100011;2021;;2021_928;THEATRES DE L ENTRE DEUX;49880661100014;;50-Personnes morales de droits privé autres qu'organismes sociaux;THEATRES DE L'ENTRE-DEUX - FIC FCT 2021;3000,0;aide en numéraire;fonctionnement;unique;2021-07-22;;False;1,0;;5320
Commune de Lyon;21690123100011;2021;;2021/767;GESTION CPCT LYON;49919778800031;;50-Personnes morales de droits privé autres qu'organismes sociaux;CPCT  CONSULTATION TRAITEMENT PSY;12000,0;aide en numéraire;fonctionnement;unique;2021-09-28;;False;1,0;;5321
Commune de Lyon;21690123100011;2021;;2021/942;TRAIT D UNION DUCHERE;49921732100029;;50-Personnes morales de droits privé autres qu'organismes sociaux;Trait d'Union Duchère Association des locataires  Quatre saisons avec les habitants FAL;2500,0;aide en numéraire;fonctionnement;unique;2021-10-20;;False;1,0;;5322
Commune de Lyon;21690123100011;2021;;2021-587;RESEAU;49958302900016;;50-Personnes morales de droits privé autres qu'organismes sociaux;Association RESEAU / Le PERISCOPE - subvention individualisée 2021;70000,0;aide en numéraire;fonctionnement;échelonné;2021-05-04,2021-10-28;;False;1,0;;5323
Commune de Lyon;21690123100011;2021;;2021/770;RESEAU;49958302900016;;50-Personnes morales de droits privé autres qu'organismes sociaux;LE PERISCOPE  LISIERES;4000,0;aide en numéraire;fonctionnement;unique;2021-10-05;;False;1,0;;5324
Commune de Lyon;21690123100011;2021;;2021_929;RESEAU;49958302900016;;50-Personnes morales de droits privé autres qu'organismes sociaux;RESEAU Le Périscope - subvention complémentaire - - FIMA 2021;15000,0;aide en numéraire;fonctionnement;unique;2021-11-10;;False;1,0;;5325
Commune de Lyon;21690123100011;2021;;;RESEAU;49958302900016;;50-Personnes morales de droits privé autres qu'organismes sociaux;Réseau Périscope - Equipt 2020;40000,0;aide en numéraire;investissement;unique;2021-01-28;;False;1,0;;5326
Commune de Lyon;21690123100011;2021;;2021/0971;FIJI AUVERGNE RHONE ALPES;49963826000020;;50-Personnes morales de droits privé autres qu'organismes sociaux;Sensibilisation aux droits et accompagnement juridique des femmes française et étrangères + leurs familles. permanences juridiques pour public + formation des professionnels.;6000,0;aide en numéraire;fonctionnement;unique;2021-08-11;;False;1,0;;5327
Commune de Lyon;21690123100011;2021;;2021/932;ASSOCIATION MA;49991740900025;;50-Personnes morales de droits privé autres qu'organismes sociaux;ASSOCIATION MÂ - FIC 2021;2000,0;aide en numéraire;fonctionnement;unique;2021-08-31;;False;1,0;;5328
Commune de Lyon;21690123100011;2021;;2021/1083;ARTS FILMS;49999052100027;;50-Personnes morales de droits privé autres qu'organismes sociaux;ARTS FILMS- FONDS D'URGENCE 2021;4000,0;aide en numéraire;fonctionnement;unique;2021-11-04;;False;1,0;;5329
Commune de Lyon;21690123100011;2021;;2021/1135;HISTORICAL CITIES ORG;50013859900021;;50-Personnes morales de droits privé autres qu'organismes sociaux;FIP 2021 - HISTORICAL CITIES;2500,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;5330
Commune de Lyon;21690123100011;2021;;2021-1399;FSU 69 FEDERATION SYNDICALE UNITAIR;50023820900018;;50-Personnes morales de droits privé autres qu'organismes sociaux;Subvention annuelle 2021 à la FSU du Rhône;840,0;aide en numéraire;fonctionnement;unique;2021-12-31;;False;1,0;;5331
Commune de Lyon;21690123100011;2021;2021-09-30;2021/1041;KA FETE O MOMES;50025359600026;;50-Personnes morales de droits privé autres qu'organismes sociaux;4° TSCO KA FETE O MÔMES.   Projet : Lieux d¿Accueil Parents (LAP)en lien avec le GS les Entrepôts.    Page 29 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021;3000,0;aide en numéraire;fonctionnement;unique;2021-11-05;;False;1,0;;5332
Commune de Lyon;21690123100011;2021;2021-09-30;2021/1049;KA FETE O MOMES;50025359600026;;50-Personnes morales de droits privé autres qu'organismes sociaux;ASSOCIATION KA'FETE O MOMES SUBVENTION 2021 DGF2;68736,0;aide en numéraire;fonctionnement;unique;2021-11-26;;False;1,0;;5333
Commune de Lyon;21690123100011;2021;2021-01-28;2021/522;KA FETE O MOMES;50025359600026;;50-Personnes morales de droits privé autres qu'organismes sociaux;ASSOCIATION KA'FETE Ö MÖMES SUBVENTION 2021 DGF1;114945,0;aide en numéraire;fonctionnement;échelonné;2021-02-18,2021-05-20;;False;1,0;;5334
Commune de Lyon;21690123100011;2021;;2021/942;KA FETE O MOMES;50025359600026;;50-Personnes morales de droits privé autres qu'organismes sociaux;Association Ka Fete o momes FAL  les mémoires de la Croix Rousse;3000,0;aide en numéraire;fonctionnement;unique;2021-10-19;;False;1,0;;5335
Commune de Lyon;21690123100011;2021;2021-05-27;2021/815;KA FETE O MOMES;50025359600026;;50-Personnes morales de droits privé autres qu'organismes sociaux;FDQ_KA FETE O MOMES;3000,0;aide en numéraire;fonctionnement;unique;2021-10-02;;False;1,0;;5336
Commune de Lyon;21690123100011;2021;;2021/1135;KA FETE O MOMES;50025359600026;;50-Personnes morales de droits privé autres qu'organismes sociaux;FIP 2021 - KA FETE O MOMES - ACTION PATRIMOINE CANUTS KOLLECTEURS ET MEMOIRES DE QUARTIER;2500,0;aide en numéraire;fonctionnement;unique;2021-11-23;;False;1,0;;5337
Commune de Lyon;21690123100011;2021;;2021/969;KA FETE O MOMES;50025359600026;;50-Personnes morales de droits privé autres qu'organismes sociaux;Ka'Fête Ô Mômes - fonctionnement;8000,0;aide en numéraire;fonctionnement;unique;2021-09-25;;False;1,0;;5338
Commune de Lyon;21690123100011;2021;;2021/547;ACTION SPORT EDUCATION;50030832500017;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACTION BASKET CITOYEN;5000,0;aide en numéraire;fonctionnement;unique;2021-05-21;;False;1,0;;5339
Commune de Lyon;21690123100011;2021;2021-05-27;2021_760;ACTION SPORT EDUCATION;50030832500017;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACTION BASKET CITOYEN   VILLE VIE VACANCES 2021  EDUCATION CITOYENNE DES JEUNES PAR LE SPORT;6000,0;aide en numéraire;fonctionnement;unique;2021-08-14;;False;1,0;;5340
Commune de Lyon;21690123100011;2021;;2021/766;ACTION SPORT EDUCATION;50030832500017;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACTION BASKET CITOYEN - ABC  EDUCATION CITOYENNE PAR LE SPORT A GERLAND;3000,0;aide en numéraire;fonctionnement;unique;2021-10-30;;False;1,0;;5341
Commune de Lyon;21690123100011;2021;;2021/766;ACTION SPORT EDUCATION;50030832500017;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACTIONS BASKET CITOYEN - ABC  EDUCATION CITOYENNE PAR LE SPORT A LYON 8EME;6000,0;aide en numéraire;fonctionnement;unique;2021-10-30;;False;1,0;;5342
Commune de Lyon;21690123100011;2021;;;LYON ATHLETISME;50039504100022;;50-Personnes morales de droits privé autres qu'organismes sociaux;;607362,0;aide en nature;fonctionnement;;;;;;;5343
Commune de Lyon;21690123100011;2022;;2022/2060;OCCE MATERNELLE CONDORCET;;;25-Caisse des écoles;TSCO OCCE ECOLE PRIMAIRE CONDORCET  Projet : PIL - Jouons ensemble des contes du monde entier  P.26 de l'annexe, delib N°2022/2060 du CM du 20.09.2022.;1000,0;aide en numéraire;;unique;2022-12-02;;False;1,0;;7044
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE CRESTIN;;;25-Caisse des écoles;SUBV CREDIT LIBRES E721 EM DR CRESTIN;432,4;aide en numéraire;;unique;2022-05-21;;False;1,0;;7045
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE CRESTIN;;;25-Caisse des écoles;SUBV. INCE E721 EM DOCTEUR CRESTIN;470,0;aide en numéraire;;unique;2022-05-19;;False;1,0;;7046
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE CRESTIN;;;25-Caisse des écoles;SUBV.ASSURANCE E 721 EM DOCTEUR CRESTIN;141,0;aide en numéraire;;unique;2022-07-29;;False;1,0;;7047
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE CROIX ROUSSE;;;25-Caisse des écoles;SUBV CREDITS LIBRES E415 EM GROS CAILLOU;611,8;aide en numéraire;;unique;2022-05-21;;False;1,0;;7048
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE CROIX ROUSSE;;;25-Caisse des écoles;SUBV. ASSURANCE E415 EM GROS CAILLOU;193,09;aide en numéraire;;unique;2022-07-29;;False;1,0;;7049
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE CROIX ROUSSE;;;25-Caisse des écoles;SUBV.INCE E415 EM LE GROS CAILLOU;665,0;aide en numéraire;;unique;2022-11-04;;False;1,0;;7050
Commune de Lyon;21690123100011;2021;;2021_1084;ASSOCIATION DE CORPS ET D ESPRIT;50060848400019;;50-Personnes morales de droits privé autres qu'organismes sociaux;DE CORPS ET D ESPRIT - SUB FCT 2021;5000,0;aide en numéraire;fonctionnement;unique;2021-12-14;;False;1,0;;5351
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE EDOUARD HERRIOT;;;25-Caisse des écoles;SUB.INCE EC0222 EM EDOUARD HERRIOT;760,0;aide en numéraire;;unique;2022-05-20;;False;1,0;;7051
Commune de Lyon;21690123100011;2021;;2021/945;STUDIO TANGO ARGENTINO;50071027200013;;50-Personnes morales de droits privé autres qu'organismes sociaux;Enveloppe Evènements d'été 21 juin - FDM - STUDIO TANGO ARGENTINO;1500,0;aide en numéraire;fonctionnement;échelonné;2021-07-20,2021-11-18;;False;1,0;;5352
Commune de Lyon;21690123100011;2021;;1213;ECRANS MIXTES;50093989700012;;50-Personnes morales de droits privé autres qu'organismes sociaux;ECRANS MIXTES- POUR FESTIVAL 2022-CASINO 2021-;6000,0;aide en numéraire;fonctionnement;unique;2021-12-09;;False;1,0;;5353
Commune de Lyon;21690123100011;2021;;2021/789;ECRANS MIXTES;50093989700012;;50-Personnes morales de droits privé autres qu'organismes sociaux;Ecrans Mixtes- FIC 2021;6000,0;aide en numéraire;fonctionnement;unique;2021-06-26;;False;1,0;;5354
Commune de Lyon;21690123100011;2021;;2021/0971;ECRANS MIXTES;50093989700012;;50-Personnes morales de droits privé autres qu'organismes sociaux;Projections de fimls avec débats et rencontres autour de la thématique LGBTQI. Festival annuel Ecrans mixtes".;8000,0;aide en numéraire;fonctionnement;unique;2021-08-11;;False;1,0;;5355
Commune de Lyon;21690123100011;2021;2021-01-28;2021/522;COMITE LOCAL DES MJC;50094448300014;;50-Personnes morales de droits privé autres qu'organismes sociaux;COMITE LOCAL DES MJC DE LYON SUBVENTION 2021 DGF1;9765,0;aide en numéraire;fonctionnement;échelonné;2021-03-11,2021-12-09;;False;1,0;;5356
Commune de Lyon;21690123100011;2021;;1213;LE GRAND LARGE ASSOCIATION POUR LA JEUNE CREATION;50097277300047;;50-Personnes morales de droits privé autres qu'organismes sociaux;LE GRAND LARGE 2022- CASINO 2021-;20000,0;aide en numéraire;fonctionnement;unique;2021-12-04;;False;1,0;;5357
Commune de Lyon;21690123100011;2021;;2021-929;SPUTNIK;50107592300018;;50-Personnes morales de droits privé autres qu'organismes sociaux;SPUTNIK - FIMA 2021;20000,0;aide en numéraire;fonctionnement;unique;2021-09-07;;False;1,0;;5358
Commune de Lyon;21690123100011;2021;;2021/970;ALCOOL ASSISTANCE RHONE;50133865100018;;50-Personnes morales de droits privé autres qu'organismes sociaux;ALCOOL ASSISTANCE   AIDE ET ACCOMP;2000,0;aide en numéraire;fonctionnement;unique;2021-09-08;;False;1,0;;5359
Commune de Lyon;21690123100011;2021;;2021/1035;MOZAIK RH;50211944900101;;50-Personnes morales de droits privé autres qu'organismes sociaux;MOZAIK RH  INCLUSION ECONOMIQUE DES JEUNES BAC+2;1070,0;aide en numéraire;fonctionnement;unique;2021-11-30;;False;1,0;;5360
Commune de Lyon;21690123100011;2021;;2021/769;IDEO;50217567200018;;50-Personnes morales de droits privé autres qu'organismes sociaux;IDEO  JARDIN ROSE DE MERMOZ;5000,0;aide en numéraire;fonctionnement;unique;2021-10-30;;False;1,0;;5361
Commune de Lyon;21690123100011;2021;2021-05-27;2021/765;IDEO;50217567200018;;50-Personnes morales de droits privé autres qu'organismes sociaux;INITIATIVES POUR LE DEVELOPPEMENT D'EMPLOI ET D'INITIATIVES - IDEO  ATELIER CHANTIER D'INSERTION - ACI - FIL EN FORME;10000,0;aide en numéraire;fonctionnement;unique;2021-10-30;;False;1,0;;5362
Commune de Lyon;21690123100011;2021;2021-05-27;2021/765;IDEO;50217567200018;;50-Personnes morales de droits privé autres qu'organismes sociaux;INITIATIVES POUR LE DEVELOPPEMENT D'EMPLOIS ET D'ORIENTATIONS _ IDEO  MES DEMARCHES PRO ETATS UNIS;8000,0;aide en numéraire;fonctionnement;unique;2021-10-30;;False;1,0;;5363
Commune de Lyon;21690123100011;2021;;2021/0971;CARPA COLLECTIF ASSOC RHONE POUR ACCESSIBILITE;50239385300028;;50-Personnes morales de droits privé autres qu'organismes sociaux;Réseau d'une trentaine d'associations de tous types de handicap. Actions pour promouvoir l'accessibilité des personnes en situation de handicap. Sensibilisation au public et aux professionnels.;17000,0;aide en numéraire;fonctionnement;unique;2021-08-11;;False;1,0;;5364
Commune de Lyon;21690123100011;2021;;;ASSOCIATION AAA DU LYONNAIS - MR JULIEN VINAY;50243202400037;;50-Personnes morales de droits privé autres qu'organismes sociaux;;15424,0;aide en nature;fonctionnement;;;;;;;5365
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE EDOUARD HERRIOT;;;25-Caisse des écoles;SUBV CREDITS LIBRE E813 EM E. HERRIOT;699,2;aide en numéraire;;unique;2022-05-20;;False;1,0;;7052
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE EDOUARD HERRIOT;;;25-Caisse des écoles;SUBV.ASSURANCE E813 EM EDOUARD HERRIOT;228,0;aide en numéraire;;unique;2022-12-10;;False;1,0;;7053
Commune de Lyon;21690123100011;2021;;2021_928;GERM36;50261601400010;;50-Personnes morales de droits privé autres qu'organismes sociaux;COMPAGNIE GERM36 - FIC FCT 2021;3000,0;aide en numéraire;fonctionnement;unique;2021-09-10;;False;1,0;;5368
Commune de Lyon;21690123100011;2021;;2021/946;GERM36;50261601400010;;50-Personnes morales de droits privé autres qu'organismes sociaux;TLMD_GERM36_LE ROI NAVET;2600,0;aide en numéraire;fonctionnement;unique;2021-09-14;;False;1,0;;5369
Commune de Lyon;21690123100011;2021;;;Personne physique (anonymisée);50273711700015;;01-Personnes physiques;Fonds d'urgence;1500,0;aide en numéraire;fonctionnement;unique;2021-10-21;;False;1,0;;5370
Commune de Lyon;21690123100011;2021;;2021_1083;ASSOCIATION DES FESTIVALS DE CINEMA EN RHONE ALPES;50282469100039;;50-Personnes morales de droits privé autres qu'organismes sociaux;Festival Connexions- Aide reprise- FONDS D'URGENCE 2021;10000,0;aide en numéraire;fonctionnement;unique;2021-10-28;;False;1,0;;5371
Commune de Lyon;21690123100011;2021;;932;ARRANGEMENT PROVISOIRE;50284146300032;;50-Personnes morales de droits privé autres qu'organismes sociaux;ARRANGEMENT PROVISOIRE - FIC 2021;5000,0;aide en numéraire;fonctionnement;unique;2021-12-04;;False;1,0;;5372
Commune de Lyon;21690123100011;2021;;2021/770;ARRANGEMENT PROVISOIRE;50284146300032;;50-Personnes morales de droits privé autres qu'organismes sociaux;Arrangement provisoire  Action : Lumière;3000,0;aide en numéraire;fonctionnement;unique;2021-11-03;;False;1,0;;5373
Commune de Lyon;21690123100011;2021;;2021/946;ARRANGEMENT PROVISOIRE;50284146300032;;50-Personnes morales de droits privé autres qu'organismes sociaux;TLMD_ARRANGEMENT PROVISOIRE_CIEL;2800,0;aide en numéraire;fonctionnement;échelonné;2021-07-21,2021-11-25;;False;1,0;;5374
Commune de Lyon;21690123100011;2021;;2021/660;MILOS CLUB LYON 8;50306808200018;;50-Personnes morales de droits privé autres qu'organismes sociaux;MILO'S CLUB DE LYON  SOUTIEN COVID;3000,0;aide en numéraire;fonctionnement;unique;2021-04-14;;False;1,0;;5375
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE FRANCOIS TRUFFAUT;;;25-Caisse des écoles;SUBV ASSURANCES E524 EM F.TRUFFAUT;78,0;aide en numéraire;;unique;2022-09-29;;False;1,0;;7054
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE FRANCOIS TRUFFAUT;;;25-Caisse des écoles;SUBV.CREDITS LIBRES E524 EM F.TRUFFAUT;239,2;aide en numéraire;;unique;2022-05-19;;False;1,0;;7055
Commune de Lyon;21690123100011;2021;2021-11-18;2021/1230;GROUPE LAPS;50380952700024;;50-Personnes morales de droits privé autres qu'organismes sociaux;FDL_GROUPE LAPS_GAMES OF LIGHT;70000,0;aide en numéraire;fonctionnement;unique;2021-12-16;;False;1,0;;5377
Commune de Lyon;21690123100011;2021;;2021/931;ZONEBIS;50404111200021;;50-Personnes morales de droits privé autres qu'organismes sociaux;Zone Bis FIC 2021;12000,0;aide en numéraire;fonctionnement;unique;2021-11-10;;False;1,0;;5378
Commune de Lyon;21690123100011;2021;;1213;ZONEBIS;50404111200021;;50-Personnes morales de droits privé autres qu'organismes sociaux;Zone Bis- pour festival 2022- envCASINO 2021-;12000,0;aide en numéraire;fonctionnement;unique;2021-12-07;;False;1,0;;5379
Commune de Lyon;21690123100011;2021;;2021/854;CENTRE 9 C EST NEUF;50413123600011;;50-Personnes morales de droits privé autres qu'organismes sociaux;CENTRE 9 C EST NEUF COMPLEMENT ILLIMINATIONS 2020;213,0;aide en numéraire;fonctionnement;unique;2021-07-23;;False;1,0;;5380
Commune de Lyon;21690123100011;2021;;2021/1179;CENTRE 9 C EST NEUF;50413123600011;;50-Personnes morales de droits privé autres qu'organismes sociaux;CENTRE 9 C NEUF - THEATRE DE RUE LA VOIE EST LIBRE 2021;3525,0;aide en numéraire;fonctionnement;unique;2021-11-03;;False;1,0;;5381
Commune de Lyon;21690123100011;2021;;2021/1280;CENTRE 9 C EST NEUF;50413123600011;;50-Personnes morales de droits privé autres qu'organismes sociaux;CENTRE 9 C'EST NEUF - ILLUMINATIONS 2021;6092,0;aide en numéraire;fonctionnement;unique;2021-12-08;;False;1,0;;5382
Commune de Lyon;21690123100011;2021;;2021/1122;LES FRERES D ARMES HONNEUR ET PATRIE;50516070500016;;50-Personnes morales de droits privé autres qu'organismes sociaux;LES FRERES D'ARMES HONNEUR ET PATRIE  FONCTIONNEMENT;1350,0;aide en numéraire;fonctionnement;unique;2021-12-08;;False;1,0;;5383
Commune de Lyon;21690123100011;2021;;2021-929;LES BISONS RAVIS;50747643000024;;50-Personnes morales de droits privé autres qu'organismes sociaux;Les Bisons Ravis - FIMA 2021;3000,0;aide en numéraire;fonctionnement;unique;2021-10-19;;False;1,0;;5384
Commune de Lyon;21690123100011;2021;;;LYON TENNIS PARC;50816973700014;;;;50385,0;aide en nature;fonctionnement;;;;;;;5385
Commune de Lyon;21690123100011;2021;;;LYON BASKET FAUTEUIL;50825522100022;;50-Personnes morales de droits privé autres qu'organismes sociaux;;20827,0;aide en nature;fonctionnement;;;;;;;5386
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE FRANCOIS TRUFFAUT;;;25-Caisse des écoles;SUBV.INCE E524 EM F.TRUFFAUT;260,0;aide en numéraire;;unique;2022-05-19;;False;1,0;;7056
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE FULCHIRON;;;25-Caisse des écoles;SUBV ASSURANCES E507 EM FULCHIRON;103,44;aide en numéraire;;unique;2022-09-29;;False;1,0;;7057
Commune de Lyon;21690123100011;2021;;2021/762;LE LIEN THEATRE;50835309100020;;50-Personnes morales de droits privé autres qu'organismes sociaux;LE LIEN THEATRE  PREVENTION PAR LE THEATRE DES CONFLITS CHEZ LES ADOLESCENTS;7000,0;aide en numéraire;fonctionnement;unique;2021-10-30;;False;1,0;;5389
Commune de Lyon;21690123100011;2021;;2021/762;LE LIEN THEATRE;50835309100020;;50-Personnes morales de droits privé autres qu'organismes sociaux;LE LIEN THEATRE  RAPPROCHEMENT POLICE POPULATION PAR LE THEATRE;8826,0;aide en numéraire;fonctionnement;unique;2021-10-30;;False;1,0;;5390
Commune de Lyon;21690123100011;2021;;2021/1110;LE LIEN THEATRE;50835309100020;;50-Personnes morales de droits privé autres qu'organismes sociaux;lE LIEN THEATRE  dis moi les mots de ton silence;5000,0;aide en numéraire;fonctionnement;unique;2021-11-23;;False;1,0;;5391
Commune de Lyon;21690123100011;2021;;;MOTOCYCLE CLUB DE LYON;50841939700015;;;;5168,0;aide en nature;fonctionnement;;;;;;;5392
Commune de Lyon;21690123100011;2021;;2021-929;TOTAAL REZ;50849661900059;;50-Personnes morales de droits privé autres qu'organismes sociaux;Totaal Rez - FIMA 2021;10000,0;aide en numéraire;fonctionnement;unique;2021-08-12;;False;1,0;;5393
Commune de Lyon;21690123100011;2021;;;LYON HANDBALL;50861878200025;;50-Personnes morales de droits privé autres qu'organismes sociaux;;62068,0;aide en nature;fonctionnement;;;;;;;5394
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE FULCHIRON;;;25-Caisse des écoles;SUBV.CREDITS LIBRES E507 EM FULCHIRON;349,6;aide en numéraire;;unique;2022-05-19;;False;1,0;;7058
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE FULCHIRON;;;25-Caisse des écoles;SUBV.INCE E507 EM FULCHIRON;380,0;aide en numéraire;;unique;2022-05-19;;False;1,0;;7059
Commune de Lyon;21690123100011;2021;;2021/530;L OLIVIER DES SAGES;50869556600051;;50-Personnes morales de droits privé autres qu'organismes sociaux;L'OLIVIER DES SAGES  ACTION : L'AIDE ALIMENTAIRE POUR TOUS;5000,0;aide en numéraire;fonctionnement;unique;2021-07-09;;False;1,0;;5397
Commune de Lyon;21690123100011;2021;;2021_1010;L OLIVIER DES SAGES;50869556600051;;50-Personnes morales de droits privé autres qu'organismes sociaux;L'OLIVIER DES SAGES - SUB FONCTIONNEMENT 2021;3520,0;aide en numéraire;fonctionnement;unique;2021-08-25;;False;1,0;;5398
Commune de Lyon;21690123100011;2021;;2021/969;L OLIVIER DES SAGES;50869556600051;;50-Personnes morales de droits privé autres qu'organismes sociaux;L'Olivier des Sages - fonctionnement;1500,0;aide en numéraire;fonctionnement;unique;2021-07-24;;False;1,0;;5399
Commune de Lyon;21690123100011;2021;2021-05-27;2021/759;L OLIVIER DES SAGES;50869556600051;;50-Personnes morales de droits privé autres qu'organismes sociaux;Olivier des sages  accompagnement des migrants vieillissants au quotidien pour lutter contre l'isolement;18500,0;aide en numéraire;fonctionnement;unique;2021-11-23;;False;1,0;;5400
Commune de Lyon;21690123100011;2021;;2021_928;COMPAGNIE ANTEPRIMA;50899248400032;;50-Personnes morales de droits privé autres qu'organismes sociaux;ANTEPRIMA - FIC FCT 2021;1500,0;aide en numéraire;fonctionnement;unique;2021-07-22;;False;1,0;;5401
Commune de Lyon;21690123100011;2021;;2021/1177;SOLIDARITE MARATHON DES SABLES;50934273900018;;50-Personnes morales de droits privé autres qu'organismes sociaux;Projet de construction d'équipement sportif pour le centre sportif de Ouarzazate;5000,0;aide en numéraire;fonctionnement;unique;2021-12-08;;False;1,0;;5402
Commune de Lyon;21690123100011;2021;;2021/947;AOA PROD;50947212200035;;50-Personnes morales de droits privé autres qu'organismes sociaux;AUTCULT - Les Intergalactiques 2021 - AOA Prod;5000,0;aide en numéraire;fonctionnement;unique;2021-11-03;;False;1,0;;5403
Commune de Lyon;21690123100011;2022;;2022/1470;LYON GR;38938016300011;;50-Personnes morales de droits privé autres qu'organismes sociaux;LYON GR;8500,0;aide en numéraire;;unique;2022-04-06;;False;1,0;;7704
Commune de Lyon;21690123100011;2021;;2021_1083;HAUT LES MAINS PRODUCTIONS;50969936900021;;50-Personnes morales de droits privé autres qu'organismes sociaux;Haut les Mains Productions- FONDS D'URGENCE 2021;4000,0;aide en numéraire;fonctionnement;unique;2021-11-06;;False;1,0;;5404
Commune de Lyon;21690123100011;2021;;2021_1215;LA COULURE;51031498200024;;50-Personnes morales de droits privé autres qu'organismes sociaux;LA COULURE - FONDS D'URGENCE 2021;3000,0;aide en numéraire;fonctionnement;unique;2021-12-03;;False;1,0;;5405
Commune de Lyon;21690123100011;2021;;2021/547;TOP GONES LYON;51038005800014;;50-Personnes morales de droits privé autres qu'organismes sociaux;TOP GONES LYON;2000,0;aide en numéraire;fonctionnement;unique;2021-02-09;;False;1,0;;5406
Commune de Lyon;21690123100011;2021;;2021/970;UFCS FR FORMATION INSERTION;51040157300017;;50-Personnes morales de droits privé autres qu'organismes sociaux;UFCS   PROGRAMME PBS PSY;3300,0;aide en numéraire;fonctionnement;unique;2021-10-21;;False;1,0;;5407
Commune de Lyon;21690123100011;2021;2021-05-27;2021/759;UFCS FR FORMATION INSERTION;51040157300017;;50-Personnes morales de droits privé autres qu'organismes sociaux;UFCS FR FORMATION  Ecrivain +++/aide aux démarches;10000,0;aide en numéraire;fonctionnement;unique;2021-11-16;;False;1,0;;5408
Commune de Lyon;21690123100011;2021;2021-05-27;2021/759;UFCS FR FORMATION INSERTION;51040157300017;;50-Personnes morales de droits privé autres qu'organismes sociaux;UFCS FR FORMATION  pole linguistique 3ème et 7ème arrondissements;11000,0;aide en numéraire;fonctionnement;unique;2021-11-16;;False;1,0;;5409
