nomattribuant;idattribuant;annee;dateconvention;referencedecision;nombeneficiaire;idbeneficiaire;rnabeneficiaire;objet;montant;nature;conditionsversement;datesperiodeversement;idrae;notificationue;pourcentagesubvention;dispositifaide;gid
Métropole de Lyon (Budget principal);20004697700019;2021;;;LES AMIS DE LA RUE;38333241800029;;Itinéraires activité diversifi - Solde subvention 2020 30% - 2020-00176;13500,0;aide en numéraire;unique;2021-03-08;;False;1,0;;10587
Métropole de Lyon (Budget principal);20004697700019;2021;;;ENVIE RHONE;38367939600028;;201805051-Repère Métropole - Solde subvention FSE 2019 montant proratisé - 2019-02971;22639,65;aide en numéraire;unique;2021-06-07;;False;1,0;;10588
Métropole de Lyon (Budget principal);20004697700019;2021;;;ENVIE RHONE;38367939600028;;EI - suivi socioprofessionnel -  1er acompte subvention 2021 70% - 2021-00066;11550,0;aide en numéraire;unique;2021-05-21;;False;1,0;;10589
Métropole de Lyon (Budget principal);20004697700019;2021;;;ENVIE RHONE;38367939600028;;EI - suivi socioprofessionnel - Solde subvention 2020 30% - 2020-00059;4050,0;aide en numéraire;unique;2021-03-01;;False;1,0;;10590
Métropole de Lyon (Budget principal);20004697700019;2021;;;ENVIE RHONE;38367939600028;;ENVIE Rhône - Complément d'avance subvention FSE 2020 - 2020-02226;35700,0;aide en numéraire;unique;2021-11-24;;False;1,0;;10591
Métropole de Lyon (Budget principal);20004697700019;2021;;;UNE SOURIS VERTE;38380647800079;;SUB GLOBAL SPMI 2021 UNE SOURIS VERTE;46200,0;aide en numéraire;unique;2021-09-23;;False;1,0;;10592
Métropole de Lyon (Budget principal);20004697700019;2021;;;AJ2 PERMANENCE EMPLOI;38432384600012;;201805159-ADIPI - Solde subvention FSE 2019 - 2019-02084;21600,0;aide en numéraire;unique;2021-08-20;;False;1,0;;10593
Métropole de Lyon (Budget principal);20004697700019;2021;;;AJ2 PERMANENCE EMPLOI;38432384600012;;201904350- Avenant N°1 - Complément d'avance subvention FSE 2020 - 2020-02111;16944,58;aide en numéraire;unique;2021-07-27;;False;1,0;;10594
Métropole de Lyon (Budget principal);20004697700019;2021;;;AJ2 PERMANENCE EMPLOI;38432384600012;;202000046 - ADIPI - Complément d'avance subvention FSE 2020 - 2020-03739;32067,84;aide en numéraire;unique;2021-11-22;;False;1,0;;10595
Métropole de Lyon (Budget principal);20004697700019;2021;;;AJ2 PERMANENCE EMPLOI;38432384600012;;Itinéraires emplois diversifié - Acompte 1 - 70%;8750,0;aide en numéraire;unique;2021-04-01;;False;1,0;;10596
Métropole de Lyon (Budget principal);20004697700019;2021;;;AJ2 PERMANENCE EMPLOI;38432384600012;;Itinéraires emplois diversifié - Solde subvention 2020 30% - 2020-00125;3750,0;aide en numéraire;unique;2021-02-17;;False;1,0;;10597
Métropole de Lyon (Budget principal);20004697700019;2021;;;AJ2 PERMANENCE EMPLOI;38432384600012;;Itinéraires emplois renforcés - Acompte 1 -70 %;27160,0;aide en numéraire;unique;2021-04-01;;False;1,0;;10598
Métropole de Lyon (Budget principal);20004697700019;2021;;;AJ2 PERMANENCE EMPLOI;38432384600012;;Itinéraires emplois renforcés - Solde subvention 2020 30% - 2020-00126;11640,0;aide en numéraire;unique;2021-02-17;;False;1,0;;10599
Métropole de Lyon (Budget principal);20004697700019;2021;;;CEFEDEM;38465583300042;;CEFEDEM - Paiement intégral subvention - dossier 2020-07974;8000,0;aide en numéraire;unique;2021-01-26;;False;1,0;;10601
Métropole de Lyon (Budget principal);20004697700019;2021;;;CEFEDEM;38465583300042;;CEFEDEM - Solde subvention - dossier 2020-03015;2500,0;aide en numéraire;unique;2021-01-26;;False;1,0;;10602
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;201805317-Accompagnt renforcé - Solde subvention FSE 2019 montant proratisé - 2019-02027;24739,58;aide en numéraire;unique;2021-08-16;;False;1,0;;10603
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;201904338-Avenant N°1 - Complément d'avance subvention FSE 2020 - 2020-02265;39566,08;aide en numéraire;unique;2021-07-16;;False;1,0;;10604
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;201904339 - REED - Complément d'avance subvention FSE 2020 - 2020-03770;16658,43;aide en numéraire;unique;2021-11-18;;False;1,0;;10605
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;AAP IDIAE - REED - Solde subvention 2019 20% - 2020-05114;8000,0;aide en numéraire;unique;2021-06-04;;False;1,0;;10606
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;ACI Espaces verts et recycleri - 1er acompte subvention 70% - dosssier 2021-00053;17136,0;aide en numéraire;unique;2021-04-07;;False;1,0;;10607
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;ACI Espaces verts et recycleri - Solde subvention 2020 30% - 2020-00046;5508,0;aide en numéraire;unique;2021-03-01;;False;1,0;;10608
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;EI : suivi socio-professionnel - 1er acompte subvention 70% - dossier 2021-00071;2100,0;aide en numéraire;unique;2021-04-07;;False;1,0;;10609
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;EI : suivi socio-professionnel - Solde subvention 2020 30% - 2020-000314;900,0;aide en numéraire;unique;2021-03-01;;False;1,0;;10610
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;IAE - La Halle du Réemploi - Avance subvention 2021 - 2021-05601;50000,0;aide en numéraire;unique;2021-12-09;;False;1,0;;10611
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;Itinéraires emploi diversifiés - 1er acompte subvention 2021 70% - 2021-00111;80500,0;aide en numéraire;unique;2021-04-14;;False;1,0;;10612
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;Itinéraires emploi innovants - 1er acompte subvention 2021 70% - 2021-00179;29400,0;aide en numéraire;unique;2021-04-14;;False;1,0;;10613
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;Itinéraires emploi renforcés - 1er acompte subvention 2021 70% - 2021-00112;7014,0;aide en numéraire;unique;2021-04-14;;False;1,0;;10614
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;Itinéraires emplois diversifié - Solde subvention 2020 30% - 2020-00084;35145,0;aide en numéraire;unique;2021-02-08;;False;1,0;;10615
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;Itinéraires emplois innovants - Solde subvention 2020 30% - 2020-00306;10500,0;aide en numéraire;unique;2021-02-08;;False;1,0;;10616
Métropole de Lyon (Budget principal);20004697700019;2021;;;REED;38479954000032;;Itinéraires emplois renforcés - Solde subvention 2020 30% - 2020-00085;3006,0;aide en numéraire;unique;2021-02-08;;False;1,0;;10617
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASS SPORTIVE UNIV LYON VAUX EN VELIN;38531782100036;;FINANCEMENT DU CENTRE DE FORMATION - Paiement intégral 2021 - 2021-01788;80000,0;aide en numéraire;unique;2021-06-15;;False;1,0;;10618
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSO DEPARTEMENTALE INFORMATION LOGEMENT;38757071600028;;2019/2021 - CONV TRIENNALE - 1er acompte 2021;159480,0;aide en numéraire;unique;2021-06-24;;False;1,0;;10619
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSO DEPARTEMENTALE INFORMATION LOGEMENT;38757071600028;;2019/2021 - CONV TRIENNALE - Solde 2020 ADIL;17720,0;aide en numéraire;unique;2021-08-23;;False;1,0;;10620
Métropole de Lyon (Budget principal);20004697700019;2021;;;SAFORE;38761899400025;;Actions Levée des freins - 1er acompte subvention 2021 70% - 2021-00004;4620,0;aide en numéraire;unique;2021-04-20;;False;1,0;;10621
Métropole de Lyon (Budget principal);20004697700019;2021;;;SAFORE;38761899400025;;Actions Levée des freins - Solde subvention 2020 30% - 2020-00005;1980,0;aide en numéraire;unique;2021-02-26;;False;1,0;;10622
Métropole de Lyon (Budget principal);20004697700019;2021;;;SAFORE;38761899400025;;Itinéraires emploi diversifiés - 1er acompte subvention 2021 70% - 2021-00145;28000,0;aide en numéraire;unique;2021-04-21;;False;1,0;;10623
Métropole de Lyon (Budget principal);20004697700019;2021;;;SAFORE;38761899400025;;Itinéraires emplois diversifié - Solde subvention 2020 30% - 2020-00123;9750,0;aide en numéraire;unique;2021-03-01;;False;1,0;;10624
Métropole de Lyon (Budget principal);20004697700019;2021;;;FREQUENCE ECOLES;38867128100060;;Programme d'actions territoriales - 1er acompte - subvention 2021 - 80% - dossier n°2021-1952;104000,0;aide en numéraire;unique;2021-07-06;;False;1,0;;10625
Métropole de Lyon (Budget principal);20004697700019;2021;;;FREQUENCE ECOLES;38867128100060;;Super demain - Solde subvention - dossier 2020-02266;8000,0;aide en numéraire;unique;2021-02-05;;False;1,0;;10626
Métropole de Lyon (Budget principal);20004697700019;2021;;;SYND COPROPRIETE LES LONGES;38879038800010;;ECO2-SAINT PRIEST-65-73 RUE DU GRISARD -AIDE EV0692901600001T-ACB-;386400,0;aide en numéraire;unique;2021-05-17;;False;1,0;;10627
Métropole de Lyon (Budget principal);20004697700019;2021;;;CPME RHONE;38914300900022;;Action Accompagnement emploi - 1er acompte subvention 2021 70% - 2021-00573;28000,0;aide en numéraire;unique;2021-07-20;;False;1,0;;10628
Métropole de Lyon (Budget principal);20004697700019;2021;;;CPME RHONE;38914300900022;;Action accompagnement emploi - Solde subvention 2020 30% - 2020-00260;12000,0;aide en numéraire;unique;2021-09-09;;False;1,0;;10629
Métropole de Lyon (Budget principal);20004697700019;2021;;;CPME RHONE;38914300900022;;COVID 19 - SOLDE - subvention 2020 - 20% - dossier 2020-8043;5000,0;aide en numéraire;unique;2021-11-03;;False;1,0;;10630
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALIZES FORMATION;38915768600020;;201805323-Referent de parcours - Solde subvention FSE 2019 montant proratisé - 2019-01838;8149,47;aide en numéraire;unique;2021-04-13;;False;1,0;;10631
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALIZES FORMATION;38915768600020;;201805362- Internet recherche - Solde subvention FSE 2019 - 2019-01834;6974,53;aide en numéraire;unique;2021-03-02;;False;1,0;;10632
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALIZES FORMATION;38915768600020;;202000023-AVENANT N°1 - Complément d'avance subvention FSE 2020 - 2020-02126;16380,0;aide en numéraire;unique;2021-07-22;;False;1,0;;10633
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALIZES FORMATION;38915768600020;;Internet RE - Complément d'avance subvention FSE 2020 - 2020-02134;19348,69;aide en numéraire;unique;2021-11-05;;False;1,0;;10634
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALIZES FORMATION;38915768600020;;Itinéraires emploi diversifiés - 1er acompte subvention 2021 70% - 2021-00122;126000,0;aide en numéraire;unique;2021-04-13;;False;1,0;;10635
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALIZES FORMATION;38915768600020;;Itinéraires emplois diversifié - Solde subvention - dossier 2020-00097;45750,0;aide en numéraire;unique;2021-04-08;;False;1,0;;10636
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALIZES FORMATION;38915768600020;;Itinéraires emplois renforcés - 1er acompte subvention 2021 70% - 2021-00098;22932,0;aide en numéraire;unique;2021-04-13;;False;1,0;;10637
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALIZES FORMATION;38915768600020;;Itinéraires emplois renforcés - Solde subvention - dossier 2020-00000;9828,0;aide en numéraire;unique;2021-04-07;;False;1,0;;10638
Métropole de Lyon (Budget principal);20004697700019;2021;;;EUREQUA;38966912800065;;201704789 - ACI ZIGZAG - Solde subvention FSE 2018 - 2018-02201;17051,39;aide en numéraire;unique;2021-08-26;;False;1,0;;10639
Métropole de Lyon (Budget principal);20004697700019;2021;;;EUREQUA;38966912800065;;201904233 - RQ EUREQUA - Complément d'avance subvention FSE 2020 - 2020-02263;23905,0;aide en numéraire;unique;2021-11-24;;False;1,0;;10640
Métropole de Lyon (Budget principal);20004697700019;2021;;;EUREQUA;38966912800065;;ACI Zig Zag - 1er acompte subvention 2021 70% - 2021-00040;12852,0;aide en numéraire;unique;2021-04-13;;False;1,0;;10641
Métropole de Lyon (Budget principal);20004697700019;2021;;;EUREQUA;38966912800065;;ACI Zig Zag - Solde subvention 2020 30% - 2020-00033;4896,0;aide en numéraire;unique;2021-02-18;;False;1,0;;10642
Métropole de Lyon (Budget principal);20004697700019;2021;;;EUREQUA;38966912800065;;CFI 2021 EUREQUA - 1;11000,0;aide en numéraire;unique;2021-06-15;;False;1,0;;10643
Métropole de Lyon (Budget principal);20004697700019;2021;;;EUREQUA;38966912800065;;EI - suivi socioprofessionel d - 1er acompte subvention 2021 70% - 2021-00058;6722,1;aide en numéraire;unique;2021-04-13;;False;1,0;;10644
Métropole de Lyon (Budget principal);20004697700019;2021;;;EUREQUA;38966912800065;;EI - suivi socioprofessionel d - Solde subvention 2020 30% - 2020-00050;2880,0;aide en numéraire;unique;2021-03-01;;False;1,0;;10645
Métropole de Lyon (Budget principal);20004697700019;2021;;;EUREQUA;38966912800065;;EUREQUA_GSUP2020_LYON_Ilôt de l'effort_SOLDE_ACTION2_SM;2000,0;aide en numéraire;unique;2021-09-06;;False;1,0;;10646
Métropole de Lyon (Budget principal);20004697700019;2021;;;EUREQUA;38966912800065;;EUREQUA_GSUP2020_LYON_Jardin Pré-Santy_SOLDE_ACTION3_SM;4250,0;aide en numéraire;unique;2021-09-06;;False;1,0;;10647
Métropole de Lyon (Budget principal);20004697700019;2021;;;EUREQUA;38966912800065;;EUREQUA_GSUP2021_LYON_Entretien espaces extérieurs Gerland_ACOMPTE_SM;2000,0;aide en numéraire;unique;2021-08-10;;False;1,0;;10648
Métropole de Lyon (Budget principal);20004697700019;2021;;;EUREQUA;38966912800065;;EUREQUA_GSUP2021_LYON_Jardin Pré-Santy_ACOMPTE_ACTION2_SM;4250,0;aide en numéraire;unique;2021-09-06;;False;1,0;;10649
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION FONDATION ETUDIANTE POUR LA VILLE (AFEV);39032205500281;;AFEV_CVM 2019_KOLOC PROJET_SOLDE_SM;5709,59;aide en numéraire;unique;2021-12-21;;False;1,0;;10650
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION FONDATION ETUDIANTE POUR LA VILLE (AFEV);39032205500281;;PEDD 2021 - AFEV - ACOMPTE N°1 - GB;8316,0;aide en numéraire;unique;2021-08-11;;False;1,0;;10651
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION FONDATION ETUDIANTE POUR LA VILLE (AFEV);39032205500281;;PEDD 2021 - AFEV - SOLDE - GB;5544,0;aide en numéraire;unique;2021-12-31;;False;1,0;;10652
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION FONDATION ETUDIANTE POUR LA VILLE (AFEV);39032205500281;;Projet associatif - Paiement intégral subvention 2021 - 2021-04244;7000,0;aide en numéraire;unique;2021-12-22;;False;1,0;;10653
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION FONDATION ETUDIANTE POUR LA VILLE (AFEV);39032205500281;;RSJ Accompagnement - CM 07/21 - 1er acompte subvention 2021 70% - 2021-03690;28000,0;aide en numéraire;unique;2021-09-22;;False;1,0;;10654
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION FONDATION ETUDIANTE POUR LA VILLE (AFEV);39032205500281;;SUBV_DECOMPTE_QUARTIERSETE21_CONV_DELIB_BILAN_NOTIFICATION_FONDATION ETUDIANTE;6400,0;aide en numéraire;unique;2021-08-06;;False;1,0;;10655
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION FONDATION ETUDIANTE POUR LA VILLE (AFEV);39032205500281;;SUBV_DECOMPTE_SOLDE_FONDATION ETUDIANTE_BILANFINANCIER_DOS03496-8;1033,6;aide en numéraire;unique;2021-11-22;;False;1,0;;10656
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION SPORTIVE VILLEURBANNE EST LYON BASKET;39036822300025;;FINANCEMENT DU CENTRE DE FORMA - Paiement intégral subvention 2021 - 2021-01791;123000,0;aide en numéraire;unique;2021-06-25;;False;1,0;;10657
Métropole de Lyon (Budget principal);20004697700019;2021;;;LIGUE NATIONALE DES CLUBS MOTOCYCLISTE DE LA POLICE NATIONALE;39069865200026;;LIGUE NAT CLUBS MOTOS_PERCIGONE 2021_SOLDE_SM;16000,0;aide en numéraire;unique;2021-12-31;;False;1,0;;10658
Métropole de Lyon (Budget principal);20004697700019;2021;;;LIGUE NATIONALE DES CLUBS MOTOCYCLISTE DE LA POLICE NATIONALE;39069865200026;;SUBVENTION PERCIGONE 2021 - 1;16000,0;aide en numéraire;unique;2021-03-31;;False;1,0;;10659
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION REUSSIR L INSERTION A BRON;39081550400027;;202000320-Avenant N°1 - Complément d'avance subvention FSE 2020 - 2020-02261;58847,81;aide en numéraire;unique;2021-07-23;;False;1,0;;10660
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION REUSSIR L INSERTION A BRON;39081550400027;;202000357 - RIB - Complément d'avance subvention FSE 2020 - 2020-02262;21630,0;aide en numéraire;unique;2021-10-27;;False;1,0;;10661
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION REUSSIR L INSERTION A BRON;39081550400027;;CFI 2021 ASS REUSSIR INSERTION - 1;4500,0;aide en numéraire;unique;2021-06-18;;False;1,0;;10662
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION REUSSIR L INSERTION A BRON;39081550400027;;EI - suivi socioprofessionnel - 1er acompte subvention 2021 70% - 2021-00060;5600,0;aide en numéraire;unique;2021-04-13;;False;1,0;;10663
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION REUSSIR L INSERTION A BRON;39081550400027;;EI - suivi socioprofessionnel - Solde subvention 2020 30% - 2020-00053;2400,0;aide en numéraire;unique;2021-03-02;;False;1,0;;10664
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION REUSSIR L INSERTION A BRON;39081550400027;;Itinéraires emploi diversifiés - 1er acompte subvention 70% - dossier 2021-00186;21350,0;aide en numéraire;unique;2021-04-07;;False;1,0;;10665
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION REUSSIR L INSERTION A BRON;39081550400027;;Itinéraires emplois diversifié - Solde subvention 2020 30% - 2020-00127;9150,0;aide en numéraire;unique;2021-03-02;;False;1,0;;10666
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION REUSSIR L INSERTION A BRON;39081550400027;;Itinéraires emplois renforcés - 1er acompte subvention 70% - dossier 2021-00115;32664,1;aide en numéraire;unique;2021-04-07;;False;1,0;;10667
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION REUSSIR L INSERTION A BRON;39081550400027;;Itinéraires emplois renforcés - Solde subvention 2020 30% - 2020-00088;13998,9;aide en numéraire;unique;2021-03-02;;False;1,0;;10668
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION REUSSIR L INSERTION A BRON;39081550400027;;REGIE DE QUARTIER_GSUP2020_BRON_Animation de jardins partagés_SOLDE_ACTION1_SM;4000,0;aide en numéraire;unique;2021-10-07;;False;1,0;;10669
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION REUSSIR L INSERTION A BRON;39081550400027;;REGIE DE QUARTIER_GSUP2020_BRON_Veille sur les logements vacants_SOLDE_ACTION2_SM;7500,0;aide en numéraire;unique;2021-10-07;;False;1,0;;10670
Métropole de Lyon (Budget principal);20004697700019;2021;;;PENICHE ACCUEIL;39140158500016;;Itinéraires activité diversifi - 1er acompte subvention 2021 70% - 2021-00084;7000,0;aide en numéraire;unique;2021-05-06;;False;1,0;;10671
Métropole de Lyon (Budget principal);20004697700019;2021;;;PENICHE ACCUEIL;39140158500016;;Itinéraires activité diversifi - Solde subvention 2020 30% - 2020-00178;3000,0;aide en numéraire;unique;2021-03-10;;False;1,0;;10672
Métropole de Lyon (Budget principal);20004697700019;2021;;;PENICHE ACCUEIL;39140158500016;;LOGEMENT D'ABORD - Subv 2021 - 1er acpte;12000,0;aide en numéraire;unique;2021-11-12;;False;1,0;;10673
Métropole de Lyon (Budget principal);20004697700019;2021;;;PENICHE ACCUEIL;39140158500016;;Logement d'abord 2020 - Solde Lieu repère;3000,0;aide en numéraire;unique;2021-11-23;;False;1,0;;10674
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION SOLID ARTE;39248626200034;;Actions Levée des freins - 1er acompte subvention 2021 70% - 2021-00007;11480,0;aide en numéraire;unique;2021-04-20;;False;1,0;;10675
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION SOLID ARTE;39248626200034;;Actions Levée des freins - Solde subvention 2020 30% - 2020-00009;4920,0;aide en numéraire;unique;2021-03-10;;False;1,0;;10676
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION SOLID ARTE;39248626200034;;Itinéraires emploi diversifiés - 1er acompte subvention 2021 70% - 2021-00150;72800,0;aide en numéraire;unique;2021-04-21;;False;1,0;;10677
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION SOLID ARTE;39248626200034;;Itinéraires emplois diversifié - Solde subvention 2020 30% - 2020-00129;28036,8;aide en numéraire;unique;2021-03-01;;False;1,0;;10678
Métropole de Lyon (Budget principal);20004697700019;2021;;;RESEAU ENTREPRENDRE RHONE;39327684500046;;Actions entrepreneuriat RER 21 - 1er acompte subvention 2021 80% - 2021-00572;41600,0;aide en numéraire;unique;2021-06-02;;False;1,0;;10679
Métropole de Lyon (Budget principal);20004697700019;2021;;;RESEAU ENTREPRENDRE RHONE;39327684500046;;Programme entrepreneuriat RER - PROJET LYVE - Solde - subvention 2020 - 20% - dossier n°2020-00206;10400,0;aide en numéraire;unique;2021-09-03;;False;1,0;;10680
Métropole de Lyon (Budget principal);20004697700019;2021;;;RESSORT;39370017400021;;Itinéraires emplois diversifié - Solde subvention 2020 30% - 2020-00087;9750,0;aide en numéraire;unique;2021-03-01;;False;1,0;;10681
Métropole de Lyon (Budget principal);20004697700019;2021;;;RESSORT;39370017400021;;Rebondir - CM 31/05 - 1er acompte subvention 2021 70% - 2021-02516;55720,0;aide en numéraire;unique;2021-08-16;;False;1,0;;10682
Métropole de Lyon (Budget principal);20004697700019;2021;;;CLUB OMNISPORTS;39397800200011;;Aide club élite amateur - Paiement intégral subvention 2021 - 2021-00377;12000,0;aide en numéraire;unique;2021-04-23;;False;1,0;;10683
Métropole de Lyon (Budget principal);20004697700019;2021;;;CLUB OMNISPORTS;39397800200011;;Fonctionnement général du club - Paiement intégral subvention 2021 - 2021-00279;2000,0;aide en numéraire;unique;2021-04-27;;False;1,0;;10684
Métropole de Lyon (Budget principal);20004697700019;2021;;;CLUB OMNISPORTS;39397800200011;;SUBV_DECOMPTE_QUARTIERSETE21_AVANCE_CLUBOMNISPORTS_CONV_DELIB_NOTIFICATION_BILAN;9408,0;aide en numéraire;unique;2021-08-10;;False;1,0;;10685
Métropole de Lyon (Budget principal);20004697700019;2021;;;CLUB OMNISPORTS;39397800200011;;SUBV_SOLDE_DECOMPTE_BILAN_CLUBOMNISPORTSSTFONS_QUARTIERSETE21;2352,0;aide en numéraire;unique;2021-11-05;;False;1,0;;10686
Métropole de Lyon (Budget principal);20004697700019;2021;;;ENTRE2TOITS;39403257700030;;FSL - SUBVENTION GLA 2020 - Solde Entre2Toits;784,0;aide en numéraire;unique;2021-07-16;;False;1,0;;10687
Métropole de Lyon (Budget principal);20004697700019;2021;;;ENTRE2TOITS;39403257700030;;FSL 2021 - SUBVENTION SDG - 1er ACOMPTE;56740,0;aide en numéraire;unique;2021-08-06;;False;1,0;;10688
Métropole de Lyon (Budget principal);20004697700019;2021;;;FRANCE ALZHEIMER RHONE;39423127800034;;CFI 2021 FRANCE ALZHEIMER RH - 1;40000,0;aide en numéraire;unique;2021-06-16;;False;1,0;;10689
Métropole de Lyon (Budget principal);20004697700019;2021;;;MISSION LOCALE RHONE SUD EST;39425293600080;;202000480 - ML Rhône Sud Est - Complément d'avance subvention FSE 2020 - 2020-02251;57050,0;aide en numéraire;unique;2021-11-24;;False;1,0;;10690
Métropole de Lyon (Budget principal);20004697700019;2021;;;MISSION LOCALE RHONE SUD EST;39425293600080;;202000496 - ML Rhône Sud Est - Complément d'avance subvention FSE 2020 - 2020-02252;15400,0;aide en numéraire;unique;2021-11-24;;False;1,0;;10691
Métropole de Lyon (Budget principal);20004697700019;2021;;;MISSION LOCALE RHONE SUD EST;39425293600080;;RSJ Instruction - 1er acompte subvention 2021 70% - 2021-02603;16450,0;aide en numéraire;unique;2021-06-07;;False;1,0;;10692
Métropole de Lyon (Budget principal);20004697700019;2021;;;COMITE DE VOILE METROPOLE DE LYON ET RHONE;39447247600024;;Aide aux comités sportifs - Paiement intégral subvention 2021 - 2021-01476;1300,0;aide en numéraire;unique;2021-06-29;;False;1,0;;10693
Métropole de Lyon (Budget principal);20004697700019;2021;;;COMITE DE VOILE METROPOLE DE LYON ET RHONE;39447247600024;;SPORT - Vacances Sportives Eté - 1er acompte subvention 2021 80% - 2021-03034;18189,0;aide en numéraire;unique;2021-08-19;;False;1,0;;10694
Métropole de Lyon (Budget principal);20004697700019;2021;;;COMITE DE VOILE METROPOLE DE LYON ET RHONE;39447247600024;;SPORT - Vacances Sportives Eté - Solde subvention 2021 20% - 2021-03034;4547,0;aide en numéraire;unique;2021-10-08;;False;1,0;;10695
Métropole de Lyon (Budget principal);20004697700019;2021;;;RHONE DEVELOPPEMENT INITIATIVE;39497576700069;;Actions d'accompagnement à l'e - 1er acompte subvention 70% - dossier 2021-00024;9843,75;aide en numéraire;unique;2021-04-07;;False;1,0;;10696
Métropole de Lyon (Budget principal);20004697700019;2021;;;RHONE DEVELOPPEMENT INITIATIVE;39497576700069;;Actions d'accompagnement à l'e - Solde subvention 2020 30% - 2020-00028;4218,75;aide en numéraire;unique;2021-02-17;;False;1,0;;10697
Métropole de Lyon (Budget principal);20004697700019;2021;;;RHONE DEVELOPPEMENT INITIATIVE;39497576700069;;Créateurs repreneurs d'entp - 1er acompte subvention 2021 80% - 2021-00563;69936,0;aide en numéraire;unique;2021-05-27;;False;1,0;;10698
Métropole de Lyon (Budget principal);20004697700019;2021;;;RHONE DEVELOPPEMENT INITIATIVE;39497576700069;;Création reprise d'entreprises - PROJET LYVE - solde - subvention 2020 - 20% - dossier n°2020-00205;17484,0;aide en numéraire;unique;2021-09-03;;False;1,0;;10699
Métropole de Lyon (Budget principal);20004697700019;2021;;;RHONE DEVELOPPEMENT INITIATIVE;39497576700069;;ESS - 1er acompte subvention 2021 80% - 2021-00990;14400,0;aide en numéraire;unique;2021-05-27;;False;1,0;;10700
Métropole de Lyon (Budget principal);20004697700019;2021;;;RHONE DEVELOPPEMENT INITIATIVE;39497576700069;;ESS Entrepreneuriat 2020 - Solde subvention 2020 20% - 00292;11200,0;aide en numéraire;unique;2021-09-23;;False;1,0;;10701
Métropole de Lyon (Budget principal);20004697700019;2021;;;RHONE DEVELOPPEMENT INITIATIVE;39497576700069;;ESS Entrepreneuriat 2020 - Solde subvention 2020 20% - 2020-00292;2000,0;aide en numéraire;unique;2021-10-26;;False;1,0;;10702
Métropole de Lyon (Budget principal);20004697700019;2021;;;RHONE DEVELOPPEMENT INITIATIVE;39497576700069;;ESS Innovation sociale - 1er acompte subvention 2021 80% - 2021-00990;24000,0;aide en numéraire;unique;2021-05-27;;False;1,0;;10703
